,Rating,Title,Review,Review_Date
343,5.0,"5.0 out of 5 stars
Eastern best oneplus is the best",Oneplus oneplus is the best I am very impressed and memory card and camera is very useful,Reviewed in India 🇮🇳 on 14 April 2023
344,4.0,"4.0 out of 5 stars
NICE PHONE WITH NICE FEATURES BUT BATTERY & BRIGHTNESS SHOULD BE MORE BETTER","I was searching a smartphone in 25-30k segment checked lot of phones but could not find a good phone with on screen FPS and dedicated sim/MC slot suddenly I checked on google that 1+ is also launching the phones with these features and then I watched an unboxing video and decided to buy this phone the brightness of the display and battery should be more good so it will be definitely more awesome but as per performance and brand of 1+ phone is good in 23000 (including cards discount) the antutu is about to 5lac when the antutu of iphone 12 (Rs 42k cost) is 6.25 lac so this deal is not bad, but if you are planing to buy so just check the phone at the showroom or on ytube.",Reviewed in India 🇮🇳 on 7 November 2022
345,5.0,"5.0 out of 5 stars
All is good",Good,Reviewed in India 🇮🇳 on 29 April 2023
346,5.0,"5.0 out of 5 stars
Best features",Best 👌,Reviewed in India 🇮🇳 on 28 April 2023
347,5.0,"5.0 out of 5 stars
Amazing",Superb,Reviewed in India 🇮🇳 on 25 April 2023
348,4.0,"4.0 out of 5 stars
Ok",Good,Reviewed in India 🇮🇳 on 18 February 2023
349,4.0,"4.0 out of 5 stars
Good phnone",Good qualityGood camera,Reviewed in India 🇮🇳 on 15 February 2023
350,3.0,"3.0 out of 5 stars
Battery life is low",5g speed is low not Any difference 4g and 5g,1 April 2023
351,5.0,"5.0 out of 5 stars
Good quality",Like it,27 April 2023
352,4.0,"4.0 out of 5 stars
Quality nd work",It is good working too fast impressive,13 February 2023
353,5.0,"5.0 out of 5 stars
Good",Good,25 April 2023
354,5.0,"5.0 out of 5 stars
Ultimate",Nice product,24 April 2023
355,4.0,"4.0 out of 5 stars
Worest battery life",Mobile okay... But chargeing minus point ...,11 February 2023
356,5.0,"5.0 out of 5 stars
Good job",Good job oneplus,26 April 2023
357,5.0,"5.0 out of 5 stars
Great experience",👍,28 April 2023
358,5.0,"5.0 out of 5 stars
Ok",Good,27 April 2023
359,5.0,"5.0 out of 5 stars
Camera quality best",,25 April 2023
360,3.0,"3.0 out of 5 stars
Very very bad experience","The media could not be loaded.
                



 Delivery person extra charge Rs 700Phone automatically video call while on phoneQuality is too badIt's not an one plus. Pls give my old motorola phone back and take new phoneSound quality is very bad.Pls no compromise give my old phone back. That is far enough good phone if I compare with  this phone",13 March 2023
361,5.0,"5.0 out of 5 stars
Nice",Nice,25 April 2023
362,5.0,"5.0 out of 5 stars
Very nice product",Thank you Amazon,29 April 2023
363,3.0,"3.0 out of 5 stars
It's ok for noal use,overall we don't like this phone","It's ok for noal use,overall we don't like this phone",2 April 2023
364,4.0,"4.0 out of 5 stars
Good",Nice,18 February 2023
365,3.0,"3.0 out of 5 stars
Camera quality is not good",Camera quality is not good,5 April 2023
366,4.0,"4.0 out of 5 stars
Good image",,16 February 2023
367,5.0,"5.0 out of 5 stars
5",Good,29 April 2023
368,4.0,"4.0 out of 5 stars
Good",Good,18 February 2023
369,3.0,"3.0 out of 5 stars
Internet connectivity and call connection is tooo bad",Oneplus need to improve its connectivity.,2 April 2023
370,3.0,"3.0 out of 5 stars
High Price",Avarage with high Price.,8 April 2023
371,5.0,"5.0 out of 5 stars
Very nice phone camara king👍",This phone is very usefull for camera and no money waste very nice phone and 5 g phone 6gb 128ram very usefull🔥🔥👍👍👍👍📱,9 April 2023
372,4.0,"4.0 out of 5 stars
Best for elderly people","Bought in big billion day sale but towards the end. My experience is when Amazon takes time in delivering a product, it will be worth it because they push bad product line in starting and immediate delivery. Gifted my mother (58years), and for an elderly person, this phone is perfect.I was initially confused whether to buy this then went for it after reading reviews that its good for elderly person.I setup the phone before giving to my mother. And I am using oneplus6t constantly since may 2019. So oneplus nord ce 2 lite felt like a power in hand. Super fluid, battery, camera, features.Although I would not recommend this phone for youngsters, but its ok if you want a budget power filled smartphone.",8 November 2022
373,3.0,"3.0 out of 5 stars
""Experience the new 5G speed with OnePlus Nord CE 5G!""","OnePlus Nord CE 5G is an excellent mid-range phone that offers great specs and performance. The phone has a 6.44-inch 1080p AMOLED display with 90Hz refresh rate, Snapdragon 750G processor, 8GB RAM, 128GB UFS 3.1 storage, and a 4500mAh battery with Warp Charge 30T Plus fast charging. The phone is powered by the latest OxygenOS 11 based on Android 11. The phone has a 48MP triple rear camera setup and a 16MP front-facing camera.Overall, the OnePlus Nord CE 5G is a great mid-range phone that offers excellent performance and great battery life. It is ideal for those looking for a budget-friendly phone with good specs. The phone looks great and has a great display that offers great visuals. The camera performance is also quite good and the battery life is great too. The OxygenOS 11 adds a lot of features and customization options to the phone. All in all, OnePlus Nord CE 5G is an excellent mid-range phone and a great buy for those looking for a budget-friendly phone with great specs.",30 December 2022
374,3.0,"3.0 out of 5 stars
Very good item",Very good item,8 April 2023
375,5.0,"5.0 out of 5 stars
👌",Goodone but after 10 days of using facing problems while using earphone,18 April 2023
376,5.0,"5.0 out of 5 stars
It is definitely, Value for money at the offered price.",Pros:DesignGood cameraEven though its not an Android but an Oxygen OS but it works seamlesslyCons:The shifting of data from an iPhone to this device could gave been more user friendlyI think that's the only drawback I've noticed so far.Overall:4.5/5,26 March 2023
377,5.0,"5.0 out of 5 stars
Best budget phone!!",Best budget phone from oneplus.. bought it for gifting my girlfriend. Best decision made.. and also liked the colour💙💙,10 April 2023
378,5.0,"5.0 out of 5 stars
Very good Quality",Very nice 👍 thanks for Amazon,20 April 2023
379,5.0,"5.0 out of 5 stars
Performance blaster",Nice phone for day to day activities. No lagging and nice performance. Budgeted phone in this premium segment with quite a lot of features. Loving this,10 April 2023
380,4.0,"4.0 out of 5 stars
Decent phone","Bought this phone at 22K inr. So consider this price for my review.Camera is hit and miss. Sometime it takes amazing shot, sometimes it just fumbles.EIS with 1080p60 is amazing. You will capture more videos than expected.UI: Coming from MIUI. Its very easy for me to say Oxygen OS is amazing. No debate in thatBattery: Amazing, will change how you use your phone. 15 minute is enough for 4 hours of use. It gives so peace of mind, once you tried it you wont be able to live without it.FP sensor is okay not as snappy as side or rear one but still work fine. You wont notice it.Feel: Super Slippery buy a rugged case immediately. Amazing to look at like. But feels delicate.Price: for 22K its a steal. For original price add little more to get Nord 2T, Poco F4, Nothing phone(1) all these phone are affordable flagship.This phone is just a mid-range phone and should cost 22K for 25 you are better off with spending little more and get those above mentioned phones.",Reviewed in India 🇮🇳 on 7 July 2022
381,5.0,"5.0 out of 5 stars
All rounder",Awesome,Reviewed in India 🇮🇳 on 22 April 2023
382,5.0,"5.0 out of 5 stars
Quality",Good,Reviewed in India 🇮🇳 on 20 April 2023
383,3.0,"3.0 out of 5 stars
Not so satisfied",Some times voice from other side not coming,Reviewed in India 🇮🇳 on 27 March 2023
384,3.0,"3.0 out of 5 stars
अच्छा नही हैं मोबाईल","मोबाइल का कैमरा अच्छा नही हैं, और जब इस मोबाइल में गेम खेलते हैं तो मोबाइल बहोत ज्यादा गर्म हो जाता हैं!बाकी सब ठीक हैं",Reviewed in India 🇮🇳 on 15 March 2023
385,3.0,"3.0 out of 5 stars
Average","Not satisfied with this phone, camera quality is not too good and display also. Just an average phone. Of same quality, other companies offer within 15k.",Reviewed in India 🇮🇳 on 20 March 2023
386,5.0,"5.0 out of 5 stars
Functions",Good speed and very less battery consumption. Easy to operate and handle.Works fine.Too sensitive and often goes on hold during voice call if it touches the body.,Reviewed in India 🇮🇳 on 6 April 2023
387,5.0,"5.0 out of 5 stars
Value for money",This phone is sleek and value for money,Reviewed in India 🇮🇳 on 17 April 2023
388,5.0,"5.0 out of 5 stars
Decent mobile",Gifted this to my father on his 65th b’day and he’s liking much.,Reviewed in India 🇮🇳 on 18 April 2023
389,4.0,"4.0 out of 5 stars
Worth for money",I am writing this review after 3 months of use..Everything is good at this price rangeI bought this phone at 18k priceIn this time i just felt they have given 5000mah battery but I don't think the device giving battery backup according to the battery capacityWith the heavy usage it jst exhausted within 7-8hrs only..This is the only drawbackElse everything is all good.After all OnePlus it is...😅,Reviewed in India 🇮🇳 on 12 December 2022
390,5.0,"5.0 out of 5 stars
❤️❤️❤️❤️❤️❤️ jhakaaaaaaaaaaaaaaaaaaaasssssss ❤️",Sasta sunder tikau.Awesome mobile in this range.,Reviewed in India 🇮🇳 on 15 April 2023
391,3.0,"3.0 out of 5 stars
Awesome product",Best 👍,Reviewed in India 🇮🇳 on 3 April 2023
392,3.0,"3.0 out of 5 stars
It is a worst product",Don't get this mobile,Reviewed in India 🇮🇳 on 30 March 2023
393,3.0,"3.0 out of 5 stars
Good",,Reviewed in India 🇮🇳 on 1 April 2023
394,3.0,"3.0 out of 5 stars
Camera poor",Camera poor,Reviewed in India 🇮🇳 on 4 April 2023
395,3.0,"3.0 out of 5 stars
Finger senser slow",Not so good not soo bad,Reviewed in India 🇮🇳 on 28 March 2023
396,5.0,"5.0 out of 5 stars
Good phone",Working well and can take good photo also,Reviewed in India 🇮🇳 on 14 April 2023
397,5.0,"5.0 out of 5 stars
Display started problem from charging end after 2 months",You tube hangs the set when 2 or 3 windows open in backgroundDisplay started problem from charging end sometimes after updating the Android,Reviewed in India 🇮🇳 on 4 April 2023
398,5.0,"5.0 out of 5 stars
Awesome Phone","I am using this phone and it's awesome in speed, battery and camera. You should try this.",Reviewed in India 🇮🇳 on 8 April 2023
399,4.0,"4.0 out of 5 stars
Paisawasool in this particular price segment",Work so well and smoothScreen touch is also very smoothPerformace -goodCamera -decentBattery - excellent,Reviewed in India 🇮🇳 on 21 January 2023
400,3.0,"3.0 out of 5 stars
Nice product",Nice experience 100 times better performance than Samsung smart phone under 20k super fast and cool product value for money,Reviewed in India 🇮🇳 on 21 March 2023
401,3.0,"3.0 out of 5 stars
Ohk",Ok,Reviewed in India 🇮🇳 on 31 March 2023
402,5.0,"5.0 out of 5 stars
GOOD PHONE",Fingerprint scanner location is not good,Reviewed in India 🇮🇳 on 17 April 2023
403,4.0,"4.0 out of 5 stars
A decent entry level oneplus phone under 20k","Its a good entry level phone from oneplus , its a nice phone for an average user who loves oneplus",Reviewed in India 🇮🇳 on 19 January 2023
404,4.0,"4.0 out of 5 stars
Good one","*Battery life is decent, if you're a heavy user you'll get a backup of 12-15hrs after 100% charge.But as I'm not a heavy user I'm getting a backup of more than 24 hrs.*Camera is also good, night mode is working good if you have a good light, if not you'll not get satisfaction.*The main issue of this phone is brightness. If you're keeping your brightness level at the lowest then you won't be able to see things properly in the night also.And outdoor you have to keep the brightness high.Which will affect your battery backup.*TIll now I have faced only one issue, which is brightness. But rest all are working fine.",Reviewed in India 🇮🇳 on 2 November 2022
405,5.0,"5.0 out of 5 stars
Best phone for its price","It works on Jio 5G very well. has an excellent camera, excellent crystal clear voice quality. I don't use the fingerprint reader as I prefer to use pattern. I have used the phone for 2 weeks now , and battery life is excellent and I charge it once in 48 hours. My usage is low. No negatives right now.",Reviewed in India 🇮🇳 on 9 March 2023
406,5.0,"5.0 out of 5 stars
Awesome phone",Oneplus Mobile is good for everyone in this gudget and good speed mobile phone.,Reviewed in India 🇮🇳 on 11 April 2023
407,4.0,"4.0 out of 5 stars
Overall good phone with average camera quality but not the best in this segment",Overall good phone with average camera quality but not the best in this segment,Reviewed in India 🇮🇳 on 23 January 2023
408,4.0,"4.0 out of 5 stars
Good phone","Camara performs best in good light conditions.... In low light or indoor photo are not sharp. Battery life is good, sound quality is good, no heating issue observed.",Reviewed in India 🇮🇳 on 15 January 2023
409,4.0,"4.0 out of 5 stars
Mobile",Superb voice camera all features,Reviewed in India 🇮🇳 on 4 February 2023
410,4.0,"4.0 out of 5 stars
Good phone under 20k",Under 20k phone are best,Reviewed in India 🇮🇳 on 4 February 2023
411,5.0,"5.0 out of 5 stars
Nice",It was delivered on time and after some learning about it I really like it.,Reviewed in India 🇮🇳 on 10 April 2023
412,5.0,"5.0 out of 5 stars
One plus",Phone is Best at lower price,Reviewed in India 🇮🇳 on 16 April 2023
413,4.0,"4.0 out of 5 stars
This mobile is totally as same as i was expecting",Waw this is good mobile is under 20K. I have purchased and Fully satisfied with the features ans mobile. Working very smooth. I am not a game player but game player can also use this phone this can help them to play complex game.Thank you.,Reviewed in India 🇮🇳 on 1 January 2023
414,4.0,"4.0 out of 5 stars
Hang ho raha he or auto back ho jata he",Hang ho raha he,Reviewed in India 🇮🇳 on 1 February 2023
415,5.0,"5.0 out of 5 stars
Excellent phone",It has Android 13 update.....best 5g connectivity....it provides the internet speed like leased line connection. Battery backup is super.....its lcd screen is very good....brightness is less but better than amoled. Luckily Jio gave free unlimited 5g trial. Thank you.,Reviewed in India 🇮🇳 on 28 March 2023
416,5.0,"5.0 out of 5 stars
Oneplus nord ce2 lite 5g","This product is good for normal purpose.. those who are looking for games purpose thos mobile is not worthy.. because processor is low might your mobile get hang or mobile get heat..1. I love the OnePlus mobile but only dislike is not an amoled screen..2. In this mobile we need to sacrifice for the sim or memory card,i)  For this device support one sim and memory card or ii).  both 2 sim card and memory card need to sacrifice.3. In this mobile 2 sim card and memory card is not supported, their is no option for 3 at a time. It's supported any 2.",Reviewed in India 🇮🇳 on 18 January 2023
417,5.0,"5.0 out of 5 stars
Good quality product","Always First choice, Awesome mob.",Reviewed in India 🇮🇳 on 15 April 2023
418,3.0,"3.0 out of 5 stars
It has heating issue",6 month it was going good but now I'm facing heating issue I can cook omlate on this device. My simple and clean advice is not go for this go for Redmi note pro not this,Reviewed in India 🇮🇳 on 8 March 2023
419,4.0,"4.0 out of 5 stars
Cheap and best",Its a good phone but not the best.,Reviewed in India 🇮🇳 on 31 January 2023
420,4.0,"4.0 out of 5 stars
Simply Awesome",Got it a few weeks ago and reviewing it now...It's a great phone under 25kCamera is awesomeBattery life is also great. Having 65 watt charger it charges quite fast and nearly gives a battery backup of 8 hrs even if you do heavy usage.Quite smooth to be honestLook wise it's quite premium. The mirror gray colour is better than Bahama blue. Not too much heavy also. Extremely fast processor especially with 8Gb ram. The only problem is stereo speaker which is a must in this range.,3 December 2022
421,5.0,"5.0 out of 5 stars
Sir grafics low high graphics",Low quality please high graphics,14 April 2023
422,3.0,"3.0 out of 5 stars
One-",1-,28 March 2023
423,5.0,"5.0 out of 5 stars
Good",Good camara is very bad,14 April 2023
424,3.0,"3.0 out of 5 stars
Night camera is not good....battery life is also not good......battery goes down ..",,27 March 2023
425,4.0,"4.0 out of 5 stars
Good",1 plus phones r qte gud bt these days there’s a problem wid d apps being used in d dis phone,11 January 2023
426,5.0,"5.0 out of 5 stars
Revie of Phone","After using 10 days, i am writing review about this phone experiance.This phone is good or you can say very good, Battery,camera,charging and look is good. Overall phone is very good.One issue is that when you use two sim together at that time you can put ur SD card in phone, either use one sim card + sd card or 2 sim without sd cardRest of every thing is fine in this phone.",12 February 2023
427,4.0,"4.0 out of 5 stars
Damaged",There is black spot on the display screen,23 January 2023
428,4.0,"4.0 out of 5 stars
Very good",As a prize comprision it is best,23 January 2023
429,5.0,"5.0 out of 5 stars
👌",A good 5G phone with a nice look..processor is good...If the price a little bit cheaper then it was a perfect phone in this price,4 April 2023
430,4.0,"4.0 out of 5 stars
This product is good",Good product,29 January 2023
431,4.0,"4.0 out of 5 stars
Very good product",Very good product under price,22 January 2023
432,5.0,"5.0 out of 5 stars
Thank you so much for the great product",Product quality is very good,13 April 2023
433,5.0,"5.0 out of 5 stars
Wowsome smartphone in budget!",Except LCD Display everything is fabulous 😍,11 April 2023
434,4.0,"4.0 out of 5 stars
Good product.","Phone is good. Little costly. At this price range we can get more features. But as it's a phone from 1+ , it's cool. I'm writing this review after using this phone for 7 months. Till now it's great. I'm giving 4 stars bcz I received a phone with scratch on it's border. Otherwise phone is good but it's not water and dust proof.",5 December 2022
435,5.0,"5.0 out of 5 stars
Excellent",Best in price range,14 April 2023
436,4.0,"4.0 out of 5 stars
The camera quality could be a bit better, and the Battery life could be a lot better","after 4 months of usage, the mobile is very good in terms of stability and managing tasks. but the battery life is not great, using 60HZ refresh rate and all features optimized for the best battery life, The mobile still lasts for only 16-18hrs based on the usage. I am not much of a gamer, and I don't play games much on my mobile. and coming to the camera, comparing it with the rivals this mobile's camera could be a bit better.",29 November 2022
437,4.0,"4.0 out of 5 stars
Battery life is pathetic. You have to charge it thrice in a day even if u use normally.",Liked it but battery backup is pathetic.,22 January 2023
438,5.0,"5.0 out of 5 stars
Good product",Good product..delivered on time..,14 April 2023
439,5.0,"5.0 out of 5 stars
Good mobile",Camera quality is also good,13 April 2023
440,5.0,"5.0 out of 5 stars
G",Nice mobile I love one plus,9 April 2023
441,4.0,"4.0 out of 5 stars
Pocket friendly",One plus at this price is something money can’t buy,11 January 2023
442,4.0,"4.0 out of 5 stars
👍",Very good quality,24 January 2023
443,4.0,"4.0 out of 5 stars
Worthy",It was great product by oneplus in this price point. Camera quality is also good for normal usage not for professional photography.,31 December 2022
444,5.0,"5.0 out of 5 stars
Compare to nordCE2 lite, better to move for NordCE3 lite mobile.",It is not valuable for money,10 April 2023
445,4.0,"4.0 out of 5 stars
Good",Good,23 January 2023
446,4.0,"4.0 out of 5 stars
After 48 hours of use","I saw many negative reviews but still went for it.. Few points i would like to clarify:•For people who are upgrading from redmi or other middle budget phones i will say my experience is quite good in that respect•battery life- i fully charged, played an hour of apex legends n genshin impact it went down to 93% with a mild warm back and on a minimal use the charge lasted about a day. But with moderate or more use it lasts about 10-12 hrs which is good enough.•camera - not quite great that is you wont expect this from oneplus but in this range I'll give it a solid 3/5.• audio, video, wireless connectivity all seemed very smooth.•Design-wise it's not exactly premium looking but not totally badRest will again review after a month.",6 June 2022
447,5.0,"5.0 out of 5 stars
PRICE WORTHY PRODUCT","One Plus Nord C2 5G Lite is an excellent product where you will get the features of a higher version within a reasonable and affordable price. This phone has an inbuilt RAM of 6 GB which practically you can increase to 11 GB, if you have adequate space out of your 128 GB ROM. Highly recommend to purchase this mobile",18 February 2023
448,4.0,"4.0 out of 5 stars
Camera outstanding","I like this. fingerprint, battery life good and camera outstanding 👌this phone is good work.it's my favourite ☺️",6 January 2023
449,4.0,"4.0 out of 5 stars
Good",Good,25 January 2023
450,5.0,"5.0 out of 5 stars
Famous",Good,Reviewed in India 🇮🇳 on 12 April 2023
451,5.0,"5.0 out of 5 stars
OnePlus phone Nord ce2",Good mobile,Reviewed in India 🇮🇳 on 10 April 2023
452,5.0,"5.0 out of 5 stars
Very nice 👍 I am happy",All features are very good and working smoothly. So I am happy.,Reviewed in India 🇮🇳 on 3 April 2023
453,5.0,"5.0 out of 5 stars
Zabardast",Good Product,Reviewed in India 🇮🇳 on 10 April 2023
454,3.0,"3.0 out of 5 stars
Cemara too Bad, For Cemara Waste of Money","Mobile was Hanging, Oparating was Very Slow Mobile Too Bad Waste Of Money",Reviewed in India 🇮🇳 on 8 March 2023
455,3.0,"3.0 out of 5 stars
Camera quality is not good compared to the price.",Camera quality is not good compared to other mobiles which has less price.,Reviewed in India 🇮🇳 on 10 March 2023
456,5.0,"5.0 out of 5 stars
ok",not satisfy,Reviewed in India 🇮🇳 on 11 April 2023
457,5.0,"5.0 out of 5 stars
memory, smoothness and quality",fingerprint lock and unlock system is given on power button.,Reviewed in India 🇮🇳 on 3 April 2023
458,5.0,"5.0 out of 5 stars
Okay, OK if you moving to one+ as your first mobile","It's a clone of oppo handset, basic model or an entry level model from one plus",Reviewed in India 🇮🇳 on 31 March 2023
459,5.0,"5.0 out of 5 stars
Good",,Reviewed in India 🇮🇳 on 8 April 2023
460,5.0,"5.0 out of 5 stars
Excellent",Excellent,8 April 2023
461,5.0,"5.0 out of 5 stars
Happy to buy",Writing a review after 16 days use Super phone OnePlus camera good battery life good enjoying 5g net love to buy will buy 1 more for home,22 March 2023
462,5.0,"5.0 out of 5 stars
Mobile is good 👍 but 📷 quality is not so up to the mark",good 👍 but 📷 quality is not so up to the mark,1 April 2023
463,5.0,"5.0 out of 5 stars
Very good OnePlus Nord CE 2 5g",Very good OnePlus Nord CE 5G mobile really very nice 👍🙂,2 April 2023
464,5.0,"5.0 out of 5 stars
Wowww",,9 April 2023
465,3.0,"3.0 out of 5 stars
Camera is very good",Nice one plus,17 March 2023
466,2.0,"2.0 out of 5 stars
Mobile is good but charger is of poor quality","The Mobile phone is good but the charger is not up to the mark,  as it is not a fast charger,  it takes 4.5 hours for full charge",5 June 2023
467,5.0,"5.0 out of 5 stars
This  is a good one",According to price it's a pretty good one 😀✌️,3 April 2023
468,4.0,"4.0 out of 5 stars
I think best phone under 25000","I bought it for my father, who is an average user with only using phone for calling, reading news, watching youtube, messaging..Just common stuff.Not gaming.So I opted this over Samsung(Which was the priority;A52s) because this has an headphone jack, good speaker,90 hz oled screen, clean and smooth software and good processor.(Same features in A52s but 6000 cheaper).And he didn't even have a complaint till now.So I am summarizingPros:Excellent Screen-90 Hz oledGood & Clean software-Oxygen OS 11Loud speaker- Eventhough monoSuper Fast charging-65 WAbove average battery performanceGood processing-Dimensity 900Better Haptics than SamsungCons:Below average camera-Eventhough the outcome is very sharp and detailed, the colouring and skin tone is very bad.Need big improvements through software update.If your first priority is camera look for samsung,10x better photos and dynamic rangeSo consider all this I have mentioned before buying.",10 June 2022
469,5.0,"5.0 out of 5 stars
Best 5g phone under 20k",Bought 1 more phone for my brother after using my OnePlus Nord CE 2 lite 4 months.No complaintsJust fabulousHighly recommended,22 March 2023
470,5.0,"5.0 out of 5 stars
Awseome mobile for camera and performance","I will highly suggest this mob is best in this range best camera and best performance good display , multitasking , gaming , battery backup is best , and mang more things you will know after buying this mobGo for it",5 March 2023
471,4.0,"4.0 out of 5 stars
Fast delivery",Like camera phone,14 January 2023
472,4.0,"4.0 out of 5 stars
Good",Good,24 January 2023
473,5.0,"5.0 out of 5 stars
Excellent",Excellent,11 April 2023
474,4.0,"4.0 out of 5 stars
Cool",Cool,18 January 2023
475,4.0,"4.0 out of 5 stars
Best phone 24000",,15 January 2023
476,5.0,"5.0 out of 5 stars
Mobile",Good quality and best phone under 20000,5 April 2023
477,4.0,"4.0 out of 5 stars
Mobile is good 😊",,17 January 2023
478,4.0,"4.0 out of 5 stars
#phone Superb...😍!!",Super,16 January 2023
479,4.0,"4.0 out of 5 stars
Excellent",Excellent,16 January 2023
480,5.0,"5.0 out of 5 stars
One plus",Best phone,6 April 2023
481,4.0,"4.0 out of 5 stars
Good Smartphone","Good Battery, Good Camera, Light Weight. Display could have been better but Still no problem. Overall Good phone, but would have been better, AMOLED display could have been given. Also operation is smooth & software doesn't hang.",14 December 2022
482,5.0,"5.0 out of 5 stars
It's Working amazing",Camera and sound quality is Amazing,5 April 2023
483,3.0,"3.0 out of 5 stars
Basic Features missing","Call history not showing date & time wise, no option for disable recording assistance while call recording.",3 March 2023
484,5.0,"5.0 out of 5 stars
Battery life is super and so is d processor.",I hv bought this phn twice. Till date no issue wid d phn. Display battery life camera quality is good. A good buy in this range,22 March 2023
485,5.0,"5.0 out of 5 stars
Nice phone with great features thanks Amazon 🤝","Everything is good and each function is working properly, battery backup is also good and better sound quality",27 March 2023
486,4.0,"4.0 out of 5 stars
It's good but not over the top.","So, I am reviewing it after using this device for more than 2 months. The performance is great however there were issues once or twice when it couldn't perform rapidly.The sound quality is 4/5But the camera, I believe could have been better so it's 3.4/5.You can go for it at this budget.",24 November 2022
487,5.0,"5.0 out of 5 stars
Nice",So amazing product,5 April 2023
488,5.0,"5.0 out of 5 stars
Simple and easy",Go for it,5 April 2023
489,5.0,"5.0 out of 5 stars
Good phone",Good  phone.,6 April 2023
490,5.0,"5.0 out of 5 stars
Super mobile no issues and package , delivery of the product is very good",The packaging was absolutely clean and safely delivered to the house within the given the time of the order andThe red cable club feature is a good and necessary feature and most importantly the camera quality is really good I loved how clear and natural it lookedThank you...,Reviewed in India 🇮🇳 on 21 February 2023
491,4.0,"4.0 out of 5 stars
I am just 4 days used, camara and display not good","Camera and display is not good, Everything else is fine, But I could not be very happy with the mobile .",Reviewed in India 🇮🇳 on 28 December 2022
492,3.0,"3.0 out of 5 stars
Worthy product",Good productCharging speed and battery health is goodOverall ok .,Reviewed in India 🇮🇳 on 7 March 2023
493,5.0,"5.0 out of 5 stars
Nice",Good,Reviewed in India 🇮🇳 on 8 April 2023
494,4.0,"4.0 out of 5 stars
Worth the price tag!",It’s okay if you want to buy a mid range android.,Reviewed in India 🇮🇳 on 31 December 2022
495,5.0,"5.0 out of 5 stars
Best mobile",Loved it❤💕😍🤗,Reviewed in India 🇮🇳 on 8 April 2023
496,5.0,"5.0 out of 5 stars
Nice product",Nice,Reviewed in India 🇮🇳 on 6 April 2023
497,5.0,"5.0 out of 5 stars
Best phone",👍👍👍👍👍💛💛💛💛💛,Reviewed in India 🇮🇳 on 6 April 2023
498,5.0,"5.0 out of 5 stars
Good product",Very happy,Reviewed in India 🇮🇳 on 6 April 2023
499,4.0,"4.0 out of 5 stars
Great Phone but with Poor Camera quality","It's performance is really great. Battery life is awesome. One drawback is it's Camera quality, it's really pathetic. Except for Camera, phone is working really great.",Reviewed in India 🇮🇳 on 23 December 2022
500,4.0,"4.0 out of 5 stars
Mind-Blowing Purchase","I'm giving a geniune review of the product.Firstly I liked this mobile phone because it is light weight when compared to my OnePlus 7T, it very much comfortable when we hold it and when we carry it. I liked it's performance, it's refresh rate and the camera quality is decent, I liked the battery life. It has a 3.5mm earphone jack (no earphone is provided within the box) happy to see in OnePlus Brand.Design 4.5/5Performance 4.7/5Battery life 4.8/5Sound 4.8/5Camera 4.5/5Fingerprint response 4.8/5Front camera 4.5/5Overall 4.7/5It's an amazing mobile phone, if anybody wants to buy a 20,000/- range mobile phone then it's the best I can say.Received good packaging from Amazon.in without any damage and happy to receive a good mobile phone from Darshita Electronics.Thank you Amazon.in and Darshita Electronics had a great experience.",Reviewed in India 🇮🇳 on 24 May 2022
501,5.0,"5.0 out of 5 stars
Marvelous phone",Must buy.,Reviewed in India 🇮🇳 on 7 April 2023
502,5.0,"5.0 out of 5 stars
Go for it❤️","Well everything is perfect in the phone, 120Hz smooth screen , Amoled would have been fine but no worries😌Camera is good to , You can install Google Camera for more stable results",Reviewed in India 🇮🇳 on 11 March 2023
503,2.0,"2.0 out of 5 stars
Better option available for the price","the phone was not as expected from One Plus.camera is ok-okover all touch and feel id finebiggest drawback is that while on call, the screen does not closes many times because of which the phone goes on mute on every call in the middle of the call",Reviewed in India 🇮🇳 on 22 May 2023
504,5.0,"5.0 out of 5 stars
Amazing phone","After a week I'm writing here that this is amazing mobile in this price camera is awesome both cameras are beautiful, too many features in this mobile battery life is good",Reviewed in India 🇮🇳 on 12 March 2023
505,5.0,"5.0 out of 5 stars
Wow..",Awosome Phone,Reviewed in India 🇮🇳 on 5 April 2023
506,5.0,"5.0 out of 5 stars
Osm",Nice,Reviewed in India 🇮🇳 on 7 April 2023
507,3.0,"3.0 out of 5 stars
Copy of oppo a52",Before this I was using oppo a52 this phone same as oppo a52 looks like a copy of oppo a52 there are no difference between those phones,Reviewed in India 🇮🇳 on 24 February 2023
508,5.0,"5.0 out of 5 stars
Latest OS and Fast browsing","Since I am using it only for the last fort night, may be it is premature say much. So far it if working well.",Reviewed in India 🇮🇳 on 19 March 2023
509,5.0,"5.0 out of 5 stars
Very good",Nice,Reviewed in India 🇮🇳 on 8 April 2023
510,4.0,"4.0 out of 5 stars
Average phone.. not very influential","Edited after one week.Drawbacks : 1. In-display fingerint is slow as compared to my previous vivo z1x phone.2. Apps crashing some times.3. Sometimes feeling touch issues.4*. Ghost touch experienced on top status bar.5. apps don't remain in background after sometimes , if you open they start again before beginning with fresh start. It is not acceptable with ""mutitasking smartphones"".Good At: 1. Flawless with screen 90hz refresh rate.2. Camera quality is good.3. Light and sleak phone. Feels premium in handNot a recommended buy.",27 September 2022
511,4.0,"4.0 out of 5 stars
Good",Good,11 January 2023
