,Rating,Title,Review,Review_Date
1713,5.0,Good Product,Very good,18 February 2023
1714,4.0,It's very handy and easier n simple to use any hassle free...n looks Vee nice,"All features are quite good well designed , camer quality and selfie camera is really good. The rest still not used for long time, after few days will come to know how really it works.",20 August 2022
1715,5.0,Nice product 👌👌,Nice product,17 February 2023
1716,4.0,Best Offer available,value for money,27 October 2022
1717,4.0,What accepted from one plus..,Camera quality satisfied. Screen size and look not comfortable..for writing and other uses,2 October 2022
1718,4.0,Phone feature need to update,Phone is good but many feature is not upto mark.We can lock apps bit  cannot lock setting so no use of lock.Once you set calling sim as priority you cannot call from another sim from UI without chnage in setting.Many more all are software things not hardware issue.,16 June 2022
1719,2.0,Display quality and Camera is not good.,Display quality and Camera is not satisfactory.Not recommended,30 April 2023
1720,4.0,Amazing phone in this range👌👌👌👌,,26 October 2022
1721,4.0,Good one,Every thing is good,23 October 2022
1722,4.0,Nice mobile 📱,Nice mobile 📱,24 October 2022
1723,4.0,Very good,I like it.,28 October 2022
1724,5.0,Best product with reasonable price,All are good 👍 every feature working smoothly and excellent camera quality 😊,28 January 2023
1725,2.0,Oneplus nord ce phone is getting hang,I was bought this phone on 28.03.2023.Package and everything it was good. But it is getting hang since yesterday. I am not happy with this product. I want solution.,28 March 2023
1726,4.0,Good charging,Nice phone,28 October 2022
1727,5.0,Absolutely amazing!,"This is my first OnePlus phone, and I'm having a blast (just to be clear, I'm not blasting my phone 😅) Thank you Amazon #NeverSettle",9 January 2023
1728,5.0,Good smart phone,,15 February 2023
1729,5.0,Good,Good,17 February 2023
1730,4.0,i want to know 5 gb extended memory how it will be working ? i can't understand actually please,OnePlus nord CE 2 lite i Just love it and touch screen is very first i too much like it. thank,18 September 2022
1731,4.0,Nice Phone,Product is 🙂🙂🙂,17 October 2022
1732,4.0,Good option for budget,Perfect ❤️,23 October 2022
1733,4.0,The device hangs while playing heavy games,"Phone looks great, sound quality is good, but they should atleast provide amoled display, camera is very clear. Battery life is good. A better experience after using 2 days.",2 September 2022
1734,4.0,"Mobile is good, expecting more offer","I like mobile features, and expecting more offer",13 October 2022
1735,5.0,good product,good,18 February 2023
1736,4.0,Good,Good,27 October 2022
1737,4.0,Good product,Smooth working,23 October 2022
1738,4.0,Nice phone,Nice,24 October 2022
1739,4.0,Good Mobile Device,Features as advertised. Migration and Data synch was quick and easy. Stable performance. A good buy,19 September 2022
1740,4.0,Camera Quality not Good,Camera Quality is not good. Most of the times photos and videos become bluurr. Other things are good in phone.,13 September 2022
1741,4.0,Features are good,Camera quality not upto the mark.,18 October 2022
1742,4.0,nice,super i like one plus 8 pro,19 October 2022
1743,4.0,Good phone,Like performance but hate camera cutout at left,14 October 2022
1744,4.0,Good,Good according to price,18 October 2022
1745,4.0,Good product and good service,Very good mobile and best camera quality and battery life.I suggest to buy it.,26 September 2022
1746,4.0,Great buy if you want a OnePlus brand for this price,"Decent phone. Amazing battery. Average camera. Very light weighted and amazing to hold. Looks elegant (for the price range). Great screen quality. Average speakers. Fast and accurate face id but slow fingerprint reader. Comes with 3.5mm jack. Go for the blue colour, grey looks ugly.",9 August 2022
1747,4.0,OnePlus,OnePlus,26 October 2022
1748,4.0,25k budget Phone,"Price: 25 k quite high compared to other phones (Mi,Samsung,VIVO,OPPO)Battery : 4500mAh is vey low capacity for 25k, battery back up max one dayFast charging: 80% charging can be achieved within half an hourProcessor: Mediatek Dimensity 900 has average speedAccessory: very good quality casing and screen cover which is complimentaryCamera: Very good quality pics",19 May 2022
1749,4.0,Looking wise good,Good experience,24 October 2022
1750,4.0,Nice one 👍,Nice,27 October 2022
1751,4.0,Camera,Good phone with great charging time. Only thing i didnt like is the camera in low light its really bad. During day time its good.Apart from the camera im loving everything else from the phone,12 August 2022
1752,4.0,Everything is good except camera,Everything is good except camera,12 October 2022
1753,3.0,Except camera everything is good,"I liked the look, headphone jack, speed charging, smooth processor.. camera quality is not up to the mark. But i don't use camera at all, i saw the reviews about bad camera before purchasing but anyways decided to buy it because i wanted a phone with headset jack.. anyways I'm happy with the phone but will not recommend anyone as there are other phones within the same price range that has better specs..",8 September 2022
1754,3.0,After a using a month fingerprint scanner not working properly,Finger print scanner multiple times hunged then used pin for unlock phone and app not satisfied with fingerprint scanner rest are good,21 December 2022
1755,4.0,Not worth it!!!,Everything went well until I opened the camera seriously!!! Are you sure it have 64mp Cam wow it's a freaking scam 🤷‍♂ can't believe I payed 25k for the crap don't get me wrong display is awesome battery life is good front camera is OK for 16 MP but I really can't get over the back camera don't buy it if you interested in camera ✋,16 April 2022
1756,3.0,Bad features in all aspects,"I m taking part in writing review on OnePlus Nord CE 2, i must don't buy this mobile bcoz of battery life, camera quality and features of phone, u will get better features in same price bcoz i m regreting after buying this phone.",5 November 2022
1757,5.0,Good mobile,Nice performance and value for money,6 February 2023
1758,5.0,Good phone in the price range,"Nice phone in this price range, do not expect it to work or perform like expensive one plus phones but if you compare it with other phones in this price range, its the best plus you get a one plus status. 🙂Display - 9/10Battery - 10/10 (with normal usage not sure about gaming)Camera - 8/10 (as i mentioned, dont compare with expensive one plus phones)Fingerprint Reader - 10/10Build Quality - 9/10Overall - 9/10",22 September 2022
1759,2.0,special feature not working properly,after buying  mobile _ Lift ear to answer call feature not working after only 5 days...,14 April 2023
1760,3.0,Bast phone,Vest phone,16 January 2023
1761,4.0,Balanced phone,"Balanced nice UI, smooth workingBattery performance goodSlow fingerprint sensorRest good camera,clean and smooth UI, Fast charging, classic brand look",1 September 2022
1762,3.0,Good!,Overall ok,18 January 2023
1763,5.0,Good,OnePlus Nord CE 2 5G Good,7 February 2023
1764,2.0,Problems with calling features,This phone was purchased as a gift for my dad. He has been using it for the past 45 days only and the mobile has issues during call. He cannot hear the other person's voice during calls. Tried fixing it using some help from the internet but did not work. Then we went to the official service center to repair it. All they did was format the phone completely. Did not resolve the issue. Don't buy. It is not value for your money,21 February 2023
1765,3.0,1plus lost their quality.,"Overall performance is not up tonthe mark. Observed heat issues when talking more than 10 mins. Mobiles restarts randomly, display quality is not upto the mark. Redmi mobiles are far better than one plus. Over all its slwn average mobile. Not at all recommend",7 November 2022
1766,5.0,i have faced many time hanging issue,i have faced many time hanging issue,4 February 2023
1767,4.0,Just Wow,Best Mobile with high definition camera quality and fast charging...,8 October 2022
1768,5.0,Amazing budget product,Its a amazing budget product. WHOEVER LOOKING FOR MOBILE WITH GOOD SPECIFICATION LONGER BATTERY SIGNAL STRENGTH QUICK CHARGING HANDY UNDER 20K MOBILE. BUT U CANT EXPECT THE CAMERA CLARITY LIKE HIGH END PRODUCT. GO FOR DAY TODAY RUNNING DURABLE,13 December 2022
1769,4.0,All good but sometimes s/w hiccups,Some software problem like if I auto connect to wifi then phone dialling blocked. Need to restart to make it normal,18 September 2022
1770,4.0,Good phone,Good phone for average user you also do gaming in this but like casual gamer camera is good display is good I have using since 3 weeks good performance battery life is good and at this range it is first OnePlus phone,21 July 2022
1771,5.0,Favourite,"It's amazing product, 😍",7 February 2023
1772,4.0,"Very nice camara clarity , call ete,,,,",😍👌,26 October 2022
1773,3.0,Okay type of product,Good product in this price segment,17 January 2023
1774,5.0,Good,Working fine at times gets hang,8 February 2023
1775,4.0,Video from this cam,"The media could not be loaded.
                



 Good and worth the money",22 October 2022
1776,5.0,Really very nice product awesome 👍👍👍 i like OnePlus phone 📱,Really very nice product awesome,8 February 2023
1777,2.0,Not good one,"Many issues, please don't buy such range",27 April 2023
1778,4.0,Overall good product but camera quality is bad.,Overall good product but camera quality is bad.,6 October 2022
1779,3.0,Battery 🔋 is not satisfied,All good but battery backup in 25k price is not good. We need atleast 6000 mah battery on these price. Its working very good. Processing is very well but battery is not good it's discharge in very less time. Don't recomme for games and vedio watching. @oneplus please increase battery backup,17 October 2022
1780,4.0,It's prefect with all basic needs.,There is no any mobile is coming with 3.5 mm audio jack and dedicated memory card slot plus dual 5g support of sim. So according to my needs it is perfect for me. Sound is little bit less for music and videos because it doesn't have stereo sound.,24 June 2022
1781,5.0,Super,Nice 👍,11 February 2023
1782,5.0,Ok,,9 February 2023
1783,4.0,Good phone with an average camera,"High refresh rate makes using the phone a pleasure. But the overall colours and contrast are sub-par if you’re used to OLED screens. The camera is a bit of a let down, however.3.75/5",17 August 2022
1784,4.0,Good Mobile ..Camera quality is good.Battery life is good.,Good Mobile ..Camera quality is good.Battery life is good.,7 October 2022
1785,5.0,Fantastic!!! Worth of every penny))),"Superb smart phone coz in this phone you are getting something more than hardware specification, and that is phone usage experience!!!If you are going to be first time user to oneplus phones... then you will definitely love it!Rating time!! 👇🏻Looks : 4.6/5Build quality : 4.4/5Hardware : 4.4/5Features : 4.7/5User interface : 4.8/5Display : 4.7/5Connectivity : 4.9/5Camera : 4.5/5Battery : 4.8/5Loudspeaker : 5/5Fingerprint sensor : 4.9/5Sim slot : 5/53.5 mm jack : yesLight weight and feel : 4.9/5Preinstalled Application management : 5/5IPX5 water resistant : yesIn box silicon back cover : 5/5Gaming performance : 4.5/5 ( no lags )Entertainment experience : 5/5Daily usage experience : 5/5Overall experience : 5/5Just one thing i don't like is that Google phone application, it gives an loud warning on recording call......But leaving this a side,  device is just a perfect one! For every person...",27 February 2022
1786,5.0,One plus nord ce 2 lite,Nice product,13 February 2023
1787,5.0,Very nice looking,Very good,13 February 2023
1788,5.0,Nice,Nice product,12 February 2023
1789,4.0,DISAPPOINTED WITH CAMERA QUALITY,I am not satisfied with camera quality. so poor camera quality . I only purchase this mobile for camera quality. but this mobile's camera Is bad.  I am very disappointed with this mobile phone.,14 August 2022
1790,3.0,Its not charging more than 75%,Seems like phone is having some problem with charging. It doesn't charge more than 75%,28 December 2022
1791,1.0,Not Worthy,Videos not working properly if I am sharing from different mobile or any  good mobile. Videos and pictures quality also not good.With this price someone should find different good mobile. Will not recommend to my friends. Not Worthy at all. With this price video quality and pictures also so bad.,5 June 2023
1792,5.0,Good,Excellent,11 February 2023
1793,5.0,Nice phone,Very nice phone in this budget.camera quality also goodValue of money,24 January 2023
1794,4.0,Nice.,"The media could not be loaded.
                



 Camera.64mp.nice",30 October 2022
1795,3.0,Within two months phone is showing problem of blank screen for incoming calls,Within two months phone is showing problem of blank screen for incoming calls,28 December 2022
1796,3.0,"Heating too much after 30min use, awful","1st day =>>Its heating too much. After normal use. Just setting up new mobile with email, finger print etc. Horrible quality.After 2 days =>> heating issue, hangs, battery drains faster, finger print is not prompt, no premium feel, user interface is not user friendly, very basic functions, Simple user friendly functions are not providedAfter 20 days=>> After replacement, heating issue, battery drains faster, finger print is not prompt",8 September 2022
1797,5.0,Great deal in this range🫂💞,Satisfying....,14 February 2023
1798,5.0,Budget friendly....,"If you are looking a budget friendly phone , this one is good to go.",21 January 2023
1799,5.0,Best for 20k,"If budget is 25k, I still suggest to go for it.",27 January 2023
1800,3.0,Much cry little wool,I have read so many positive reviews before I placed my order for this phone actually I bought it for my gf n when she banged it on my head then I realized it wasn't  a good device she said it has 🔋 battery problem battery drain fast and finger print sensor hardly response some time19 k isn't less money buy better product if you want to gift some one,31 August 2022
1801,4.0,Value for money,"Camera is decent, Finger print reader is so responsive and Battery life is good (more than one day)",8 September 2022
1802,5.0,One Plus Nord Mobile,Good mobile,14 February 2023
1803,5.0,Nice phone,Phone 📱 is very good camera figer,29 January 2023
1804,4.0,Good,Excellent,22 October 2022
1805,4.0,Pocket friendly smartphone,This is entry level smartphone from OnePlus. Don't expect magic out of the box. This phone is for those who don't expect much from an entry-level phone.The camera app in this device is very good. The AI function in camera is working fine. Colors don't look natural in HDR mode. The tripod mode is useless without a tripod. Video stabilization is very good.,29 March 2022
1806,5.0,"Good Mobile, battery back is good. Back page option is not user friendly.",Good mobile having all features. The back page option is not user friendly. Weight is little more compare to top brands.,9 January 2023
1807,4.0,Nice product,"Good Looking ,easy operation",15 October 2022
1808,5.0,very nice phone,Very nice phone. i am fully satisfied.,3 February 2023
1809,4.0,Good but not perfect,Phone good but battery I think not perfect,1 October 2022
1810,4.0,Very nice,Nice after uses a month,17 October 2022
1811,4.0,NYC product,The media could not be loaded.,27 October 2022
1812,4.0,Good luck,Good 👍,20 October 2022
1813,4.0,well,well,16 October 2022
1814,4.0,Oneplus,Camera and processor is good.,10 October 2022
1815,5.0,Very good phone,Overall nice and robust phone,1 February 2023
1816,4.0,Good phone but C type cabel is of cheap quality,Good phone and photo quality. I loved it. Prompt in services.,25 September 2022
1817,5.0,Budget mobile..,Nice one.. oneplus brand is very good..,1 February 2023
1818,4.0,Good product,Very good one plus 5G,9 October 2022
1819,5.0,Very good l am happy nice mobile,The media could not be loaded.,13 March 2023
1820,5.0,"Awesome phone but I am missing one thing, that is ultra wide🙁",Camera is best in this range smartphone. Battery backup is also good and charging speed is also good. I like this smartphone 👍,8 January 2023
1821,5.0,बहुत बढ़िया मोबाइल है,एक दम पैसा बसूल मोबइल है,3 February 2023
1822,5.0,Yes bahut badhiya,Yes product is very good 👍 👌,1 February 2023
1823,4.0,Very good mobile,Super smooth mobile,16 October 2022
1824,4.0,Best mobile phone,Overall good,16 October 2022
1825,4.0,The battery is quite okay okay,The battery is off 5000mah and it must last for atleast 1day but the phone hardly lasts for 8hrs only,6 September 2022
1826,4.0,Awesome phone,Camera quality is awesome...jus go for it if u r looking for a budget phone with great features...,9 September 2022
1827,4.0,Kam dam mai one plus brand tk h,Tk h iska finger side mai utana a6a nhi dia h,24 September 2022
1828,3.0,"Money not worth,","Will get a better phone at this prize range. Camera quality is very poor 2/5. Battery is average 3.8/5. Performance 3/5. Only ine thing is Good, inhand feel. New buyers not goes to this product. Only brand name is good.",27 October 2022
1829,5.0,camera very good,Handy & battery long lasting,3 February 2023
1830,4.0,Superb Selfie camera with superb ability to give good output,Good mobile in a budget with superb quality selfie camera and superb speed mobile with a good image,13 September 2022
1831,4.0,The phone performance in very good 👍👍👍,"The phone performance in very good 👍👍👍 but battery performance is ok ok not very good ,,,but one thing the charging is very fast around 34 min 0 to 100%👍👍👍Over all a good phone not very good 📱",23 July 2022
1832,4.0,Best low budget OnePlus phone,Every thing is good in it.Only con is no amoled display.,26 September 2022
1833,4.0,Nice product,Camera and display quality is good,9 October 2022
1834,5.0,Nice,Very very nice phone🥰🥰,3 February 2023
1835,4.0,Super,Very nice phone,14 October 2022
1836,5.0,Paisa Barbaad😂😂😂,"Chiz badhiya hai lekin, Delhi Bus me mera mobile *pocket maaro* ne nikal liya...🙂Blue liya tha fir se black colour me oder kar diye hain, aaj delevery wala sir ji Dene aayega..,🤗🤗🤗Phone ko achhe se rakhiye. Aaplog..🙏",8 December 2022
1837,5.0,Good phone,"Pros1. Very beautiful phone, handy2. Slim and lightweight3. Very smooth scrolling4. 65W fast charger 10% to 100% within 30 to 35min5. Good processor no lag till now after using one week6. Gaming is also very good7. Outdoor photos are very nice in wide angle8. Battery backup it will last up to one day9. Speaker sound is good.10. Calling sound is very clear no noise11. There were not so many app pre installed like in realme,vivo ,oppo, redmi.12. Price range is good13. Overall goodCons.1. Android 11 not 12 realme 9 pro launched with 122. Updation will go up to Android 13 only3. Indoor photos are not best4. 4k recording but not in 60fps5. No slider6. No dual speaker7. 65w supervooc charger not Wrap charger8. It says OxgenOs but looks like ColorOs",27 February 2022
1838,4.0,Battery backup problem,Battery backup problem,10 October 2022
1839,4.0,Nice look and best price,Good,14 October 2022
1840,4.0,But I did not receive the handsfree,Good,14 October 2022
1841,3.0,Worst in class,It's camera is the worst partCan only take decent image it's like a cheap mobile not 25k it's not worth 25k . I will suggest u go either with OnePlus Nord 2t or Samsung's iqoo etc,1 November 2022
1842,4.0,Good Phone But Not Great,"Reduced one start because of camera quality and not having AMOLED display. Rest Phone works very smooth and 5G will make phones life longer. But yeah, I don't think there is any better phone with this price tag, because you have to sacrifice something to have something in the same price.",28 May 2022
1843,4.0,Nice,Osm mobile,15 October 2022
1844,4.0,Average product,"Not satisfied with the product, Nord is compromising product. Quality & performance is good but battery backup is not upto the mark. Hardly it stands upto 1day.",23 August 2022
1845,2.0,No NFC,No NFC support.,1 May 2023
1846,3.0,Worst product,Worst product don't buy it just looks are good and all other things are very bad camera quality is like samsung j7 so don't buy it not at all value for money please don't buy it at all,5 November 2022
1847,5.0,Very good and their camera is good,I like this mobile,5 February 2023
1848,5.0,excellent,no word for rewiev,5 February 2023
1849,5.0,Phone experience,I love this phone camera quality awesome and this budget I think best phone your guys searching a best phone for photoshoot and video so highly recommend you guys please purchase this phone you will love that,16 December 2022
1850,4.0,OnePlus base variant mobile,"Battery life one day coverd for use of medium level,but charging 65w fast charging it will take 35 to 40 min for chrage of 10%  to 100% , performance wise ok , while charging mobile temperature increase upto 43 to 44 dgree, camera is ok, phone call audio clearance and noise cancellation is perfect , contionus usage of internet battery going to dry quickly",24 March 2022
1851,5.0,A nice premium phone with all the above average features,"The looks are nice, the camera is quite good, battery too. But the fingerprint sensor is not so sensible to fingers. Need to apply a little force for it to sense",16 December 2022
1852,5.0,Good,Low budget Super mobile...,6 February 2023
1853,4.0,Very good phone,Good phone no heating very good finger print battery 🔋 good camera 📷 quality good,12 September 2022
1854,5.0,Good,I Don't like side fingerprint and camera quality not as much as I expected,16 January 2023
1855,5.0,Very nice 👍👍👍👍,Very good 👍👍👍👍👍,3 February 2023
1856,5.0,Awesome product,Awesome product,7 February 2023
1857,4.0,"overall phone functioning is good, worth for money","front camera is good for normal and night mode also rear camera is satisfactory, complete battery charging takes 39 minutes",6 September 2022
1858,5.0,Android auto does not work.,"The phone is good apart from issue with Android Auto connectivity. So if user needs to connect Android Auto then please don't buy this phone. There is no issue with the car's system as MI phone is getting connected without any issues.I liked the all other features, light weight, smooth transition camera and sound quality is also good.I had WhatsApp chat with One plus customer care. They suggested multiple troubleshooting steps nothing worked.",21 September 2022
1859,4.0,Badhiya hai,Achha hai,14 October 2022
1860,3.0,"Poor battery performance, no recommend to buy this product","Poor battery performance, and afet 5 months not charging beyond 78 %. Weatage of money",17 December 2022
1861,5.0,Very good product.,It's great product from one plus and it's under 20k.,20 January 2023
1862,5.0,Best mobile......,Like👍,9 February 2023
1863,5.0,Best Mobile,,6 February 2023
1864,5.0,Camara quality is brilliant and battery backup also good,,7 February 2023
1865,3.0,Camera quality is not good.,As this products are manufactured by oppo camera are alike of oppo phones. Nord Camera quality is not good as compared to OnePlus series .Battery charging is fast it take 30 min for full charging. Battery backup is poor. Overall performance is good. Built quality is very good.,7 October 2022
1866,4.0,Nice cam,,10 October 2022
1867,4.0,Packaging and quality of product is very good,"Ok ,Value for money...",8 October 2022
1868,4.0,1+ Budget phone good for normal ueser iOS make help when you on travel.,"Best brought in 18000 range .amoled display missing,2 stero spekar not available .But 1+ brand is best for travel.",16 September 2022
1869,4.0,Good,Good,19 October 2022
1870,4.0,Good,Good,8 October 2022
1871,4.0,Ots good mobile,,8 October 2022
1872,4.0,Could have been better in this price range otherwise mobile is good not pathbreaking,Lack premium look,9 October 2022
1873,4.0,Good phone in this range,"One plus phone in this range is a charm, camera quality is awesome and I loved the phone, it's bit heavy and sometimes I feel like bit slow, rest all good so far",25 July 2022
1874,5.0,Nice,Product is very nice but delivery is soo long,25 January 2023
1875,4.0,Excellent product at this price.,A nice product go for it.,3 October 2022
1876,4.0,Excellent 👍,Good,13 October 2022
1877,4.0,Exlent product,,12 October 2022
1878,2.0,Not one plus product,It's like cheap oppo product under name of one plus,19 April 2023
1879,4.0,Nice,Good for for day to day tasks,29 September 2022
1880,4.0,Good 5g phone under 20k,Good performance,11 October 2022
1881,3.0,Phone gets hanged when answering call.,"While watching YouTube if you answer any phone call. Then the mobile display gets hanged. Till we restart the mobile, the phone is in hang situation.",27 November 2022
1882,4.0,Good product,Good product just go for it,30 September 2022
1883,4.0,Best Budget mobile,"Best mobile, fingerprint reader comfortable for me, battery 🔋 life is okay,And camera 📷 quality also nice.",4 September 2022
1884,4.0,Bettery is good for all day,Good product,13 October 2022
1885,5.0,Should improve the camera quality and filters😵‍💫,Having some lag while playing a game camera quality is not soo good sound is very less comparing to others,5 January 2023
1886,4.0,Good phone but can be better with some audio fixing and operations,Fingerprint runs very efficiently,1 October 2022
1887,5.0,Classic product,Really enjoyed with this earlier also I purchased products from Amazon all are of good quality. Thanks Amazon,7 January 2023
1888,4.0,Good Mobile,Good battery,10 October 2022
1889,4.0,No screen gaurd,There is screen gaurd for this order..,27 September 2022
1890,5.0,Grant camera not working,Frant camera not working,30 January 2023
1891,4.0,All over is good but camera quality is not good and flash is also not good.,All over is good but camera quality is not good and flash is also not good.,2 September 2022
1892,2.0,Heating problem,Heating up when on call or charging,18 April 2023
1893,5.0,Very good,Very nice,31 January 2023
1894,5.0,Nice phone,,4 February 2023
1895,5.0,Completely awesome,Power pack mobile,30 January 2023
1896,4.0,Fantastic looking & very features.,,6 October 2022
1897,4.0,Disappointment for Oneplus,"Model:One plus Nord CE 2 (grey) 6 GB , 128GBPrice:18000 after exchangeNot so smooth in operation. There is time lag unlike other flagship phones of same range. Moreover, the fingerprint reader is also lagging. Camera quality is good in daylight.Sometime, the phone get stuck for around 10 seconds.Best design and build quality.",13 April 2022
1898,5.0,Very good product from Amazon,Very useful thanks to Amazon,30 January 2023
1899,2.0,Camera perfect but network connectivity issue frequently,No doubt about camera quality of 1 plus Nord 2 CE but there is frequent outage problem in network connectivity. Also Android auto app hangs app when used with this handset..VIVO has great network connectivity but camera isn't great for VIVO lower version phone(except for Zeiss lens Vivo phones),22 February 2023
1900,5.0,Add Extra Feature,"Camera Aowsome, battary ok,",30 January 2023
1901,5.0,Value for money,If you are looking for a budged smartphone with a premium feel. Just go and get this phone.,6 January 2023
1902,3.0,Finger print not working,I purchase this Mobile October 1 and only 2 month finger print not Working.😒😒😒😒,10 December 2022
1903,4.0,Average phone,Average phone,6 October 2022
1904,4.0,Good camera,The media could not be loaded.,18 October 2022
1905,5.0,Very nice,Good,2 February 2023
1906,4.0,Light weight,,15 October 2022
1907,4.0,Compare,"Yr jb tumko iska lite version launch Krna hi tha toh phle hi bata dete ki iska light version bhi aayega toh m isko nhi leta or light version leta dono m koi khaas fark nhi h same h , balki light version aacha h",1 June 2022
1908,3.0,Phone is good,"The phone is good camera is average, battery is good, small heating issue when charging, brightness is less in sunlight can't see screen, also auto brightness don't work properly at some times need to adjust it",24 October 2022
1909,4.0,Buy now !,This price one plus nord ce2 is the best one .When u think purchase mobile for this price hurry up !! Superb quilty bettery great feauters and processer is to fast ..,16 July 2022
1910,5.0,Excellent,Excellent useful,2 February 2023
1911,4.0,Best mobile phone I have bought so far,Excellent Battery lifeCould capture photos with good clarityVolume of the system is very good whether on call or and other mediaOnly point is one has to extend permission to each apps which took sometime to understandOverall happy with the functions of the procured system,20 May 2022
1912,4.0,Not happy with camera,"Apart from Camera, everything is awesome in this price range as it's comes with 3 dedicated slots where we can use 2 sim card and memory card also it having 3mm jack for using wired headphones and it supports 65w fast charging. For normal use battery lasts for 1.5 days",26 April 2022
1913,3.0,A decent OnePlus phone.,"I bought this phone and using it for 3months till now.Pros:Stylish design, battery lasts for more than a day and half, fingerprint and face recognition works fine, periodic software updates are available.Cons:Average camera quality, LCD display (for the same price other brands are offering amoled displays), phone seems to slow down after the lastest update but after visiting the service center it's working good.On the whole good for first time OnePlus users.",1 August 2022
1914,4.0,Nice product,"The media could not be loaded.
                



 Nice product",12 October 2022
1915,5.0,Terrific deal,Got it delivered on 20 or 22 December 2023 at awesome deal on Amazon. Love it.,7 January 2023
1916,5.0,Perfect for use,Love it,4 February 2023
1917,5.0,A amezing phone one plus lots of love to get these thank u amezing,Getted good product in good price love one plus thank you amezon,15 January 2023
1918,5.0,Camera is very bed and chip camera quality is very poor 😌😡mene brand dekh k liya pr vesa h nhi😡😡,,2 February 2023
1919,4.0,FEATURES SUPER,NICE PRODUCT,2 October 2022
1920,4.0,Best in this segment.gud performance.luk and design too gud.,CamerA,4 October 2022
1921,2.0,I have bought it in July 2022 and now in March 2023 it's hanging. Only battery backup is good,Battery is good but phone is not working with good speed sometimes hanging also in 9 months only,26 March 2023
1922,4.0,Overall good phone,Good phone in this range with brand value of one plus,12 September 2022
1923,5.0,Mast,Ok,2 February 2023
1924,4.0,slide censor need to be improve,Happy with this product.but slide censor need to be improve.,21 September 2022
1925,4.0,Average,"Camera Quality could be better, Could have given Wide angle feature",15 September 2022
1926,4.0,Decent phone,Totally worth the price!,29 September 2022
1927,3.0,Good OnePlus mobile at this price range .,Good OnePlus mobile at this price range if you are willing to compromise a little bit on camera .BackCAMERA is a big let down in low lighting and Indoor setting however good in Outdoor setting.FrontCAMERA is very good in both the settings Indoor+Outdoor .,2 October 2022
1928,4.0,Nice,"In this budget this phone is good ,but phone is in heavy weight",7 September 2022
1929,4.0,New update fixed the hotstar lag issue,The lagging issue disappointed a bit but after the update its working fine.Camera is average.,26 August 2022
1930,4.0,Performance management is best.,Camera not up to the mark. battery backup is good.,14 September 2022
1931,4.0,Here's a Helpfull Review.,Camera - You can get in a 17-20k range phoneProcessor - good for this rangeBattery life - one charge per day (moderate to high screen time)Touch and display - greatGaming - great (for 2-3hrs a day)Speaker - single but loud.Other Specs - satisfyingAnd you get a case and a 65w soopervooc charger 👌🏻,6 March 2022
1932,5.0,Nice luck,Vnice,2 February 2023
1933,4.0,Battery drain very fast,Haevy user it's not for you because battery 🔋 draining very fast.Also Alexa not working properly,22 August 2022
1934,2.0,Front camara not working properly,"I have purchase one plus nord  but after  5 month front camera not open only back camera work, mother bord issue",21 March 2023
1935,4.0,Simply nice. Worth for money.,Screen refresh rate and size of screen are worth for money.,14 September 2022
1936,4.0,Good,Good ok,4 October 2022
1937,5.0,"In this prize, this device is goood with one plus branding.","In this prize, this device is goood with one plus branding.",19 January 2023
1938,4.0,Awesome,Good,3 October 2022
1939,4.0,Good product in this range.,"The media could not be loaded.
                



 The product is good just the colour is not dark, camera performance is not upto the mark and some premium features such as ambient display are not available. If you are a hard-core OnePlus fan the you might get a bit disappointed.",6 July 2022
1940,5.0,Good,Camera and battery is good. Charging is taking almost 1hr to reach 100%.overall features are good. Worth buying for 19k.,29 December 2022
1941,2.0,Camera,Camera is average quality,20 April 2023
1942,5.0,Amazing phone in this price range,Working great and a great phone in this price range,21 January 2023
1943,4.0,Fantastic,Lovely product however lacks some critical OnePlus specs,26 September 2022
1944,4.0,Nice product,Nice 👍,4 October 2022
1945,5.0,Good phone,"Design & in-hand fells are looks premium & glosssy back fells glass but it's shiny plastic body! lite Weight phoneDISPLAY is Ok ok type not feels amoled & it's really smooth 90hz If u watching in full screen Cricket aur any videos side banners are Cuts 👎 really hate thisBATTERY will be easily 1 days Battery backup in full charge & fast charging is best 0-100 in 37min that's greatCAMERA is good no complanesPERFORMANCE is Good u full enjoy any type of games & no lagMISSING some extra features OP alert slider , glass Back , sterio speakers, 120hz refresh rate",11 April 2022
1946,4.0,Superd cammara,,4 October 2022
1947,5.0,One pluse make a classic feel,"The media could not be loaded.
                



 Good work for make a one pluse like apple",12 February 2023
1948,1.0,"Product is nodoubt good,","Product is really very good, but the courier service is horrible, delivery was bad, delivery agent was demand extra charges, very disappointed for the courier service",10 June 2023
1949,4.0,Best,,3 October 2022
1950,4.0,Good one,"Nice Camera quality, battery life n high end games supporting phone. I like it so much.",31 August 2022
1951,4.0,Very good phone 👍,Sab badhiya hai,30 September 2022
1952,3.0,Battery draining issue,Its good phone but having issue with battery as draining too fast,15 December 2022
1953,4.0,Quality,Everything is nice but camara quality i dont like,16 September 2022
1954,5.0,Awesome phone,Awesome phone with brand value of OnePlus,19 January 2023
1955,3.0,Average phone,Poor battery life when used in 60hz resolution also. Looks not that much premium when compared with other bidders of same range. Camera is good. Phone speakers volume is too low needs to be fixed if possible in their updates. Overall average phone.,1 October 2022
1956,4.0,Butt call recording loudly speak and not selected all number,Better phone butt call recording not suitable,22 September 2022
